"A1","A2","Block_nr_Condition_3","Block_nr_Condition_4","Q_high","Q_low","acc","acceptable","accuracy","average_response_time","avg_rt","background","bidi","block_eyetracker","block_number","boundary","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_high","correct_instructions","correct_keyboard_response","correct_low","correct_practice_instructions","correct_response","count_GC_sentence_trigger","count_GC_trial_end","count_Setup_Sampling_Rate","count_about_this_experiment","count_acceptability_question","count_block_sequence","count_clear_screen","count_counterbalancingMODE","count_display_sentence","count_drift_correct","count_end_of_exp","count_end_of_practice_1","count_experiment","count_experiment_block_loop","count_experimental_loop","count_eyetracker_log_unicode","count_instructions","count_keyboard_response","count_logger","count_new_sketchpad","count_practice_block_loop","count_practice_instructions","count_practice_loop","count_practice_sequence","count_prepare_gaze_target","count_prepare_sentences","count_pygaze_init","count_pygaze_start_recording","count_pygaze_stop_recording","count_reset_feedback","count_reset_feedback_1","count_select_block","count_select_practice","count_setup_condition","count_show_gaze_target_and_driftcorrect","count_trial_sequence","current_block","current_correct_text","current_question","current_sentence","datetime","description","desired_sampling_rate","disable_garbage_collection","do_practice","experiment_file","experiment_path","fix_start_time","fixated","fixation_start_time","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","freq_condition","fullscreen","gazetarget_height","gazetarget_width","has_question","height","i","index","is_Q","item_nr","key","keyboard_backend","letter_height","live_row","live_row_practice_block_loop","live_row_practice_loop","logfile","mouse_backend","num_words","on_target","opensesame_codename","opensesame_version","pretarget","pretarget_n_words","psychopy_screen","psychopy_suppress_warnings","repeat_cycle","response","response_end_of_exp","response_end_of_practice_1","response_instructions","response_keyboard_response","response_new_sketchpad","response_practice_instructions","response_time","response_time_end_of_exp","response_time_end_of_practice_1","response_time_instructions","response_time_keyboard_response","response_time_new_sketchpad","response_time_practice_instructions","round_decimals","sampler_backend","sentence","sentence_beginning","sentence_high","sentence_low","sentence_number","sentence_start_x","sentence_use","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_mod","subject_nr","subject_parity","t","t1","t2","t_display_on","target","target_word_nr","time_GC_sentence_trigger","time_GC_trial_end","time_Setup_Sampling_Rate","time_about_this_experiment","time_acceptability_question","time_block_sequence","time_clear_screen","time_counterbalancingMODE","time_display_sentence","time_drift_correct","time_end_of_exp","time_end_of_practice_1","time_experiment","time_experiment_block_loop","time_experimental_loop","time_eyetracker_log_unicode","time_instructions","time_keyboard_response","time_logger","time_new_sketchpad","time_practice_block_loop","time_practice_instructions","time_practice_loop","time_practice_sequence","time_prepare_gaze_target","time_prepare_sentences","time_pygaze_init","time_pygaze_start_recording","time_pygaze_stop_recording","time_reset_feedback","time_reset_feedback_1","time_select_block","time_select_practice","time_setup_condition","time_show_gaze_target_and_driftcorrect","time_trial_sequence","title","total_correct","total_response_time","total_responses","trial_end_trigger_fixated","trial_end_trigger_on_target","trial_type","trigger_time_gazetarget","trigger_time_trialend","uniform_coordinates","width","x","x_left_gazetarget","x_left_trialend","x_right_gazetarget","y","y_bottom_gazetarget","y_top_gazetarget","y_top_trialend"
"argumentan","encuentran","1","2","¿Es necesario tener una vida compleja para sentirse pleno según el texto?","¿Plantea la frase que la crisis ambiental requiere una respuesta inmediata?","72","True","72","2199","2199","white","yes","EyeLogicLite","1","349","psycho","psycho","psycho","0","relative","0","NO","undefined","0","YES","undefined","1","54","54","54","0","54","0","55","0","54","54","0","0","0","0","0","54","0","54","54","0","0","0","0","0","54","54","0","54","54","0","0","0","0","54","54","54","b2","YES","¿Plantea la frase que la crisis ambiental requiere una respuesta inmediata?","Muchas personas argumentan que el cambio climático es real y urgente.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","391631.5759999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","10","104","YES","290","None","psycho","36","49","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","11","1","Neonatal Nightingale","4.1.8","Muchas personas ","2","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","Muchas personas argumentan que el cambio climático es real y urgente.","Muchas personas ","Muchas personas encuentran felicidad en las cosas simples de la vida.","Muchas personas argumentan que el cambio climático es real y urgente.","168","125.0","Muchas personas argumentan que el cambio climático es real y urgente.","1024","2","48000","-16","experiment","0","200","even","388743.06669999997","389458.29839999997","391631.48910000006","389715.7119","argumentan","2","388742.9699999999","389715.689","388532.7117999999","NA","391738.3693","63922.13119999997","398158.5328","29075.044299999943","389708.4349999999","388532.7507999999","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","387733.34549999994","14352.230100000043","391739.7775000001","398158.5805000001","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","388532.72449999995","388532.74240000005","17066.146499999944","388532.7612","388379.3273","NA","NA","NA","NA","388532.7337","388735.70460000006","388532.64449999994","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1832.4126159074524","100","1728.0","150","1049.682397683941","565.0","515.0","972.0"
"gatillo","encanto","1","2","","","72","True","72","2199","2199","white","yes","EyeLogicLite","1","377","psycho","psycho","psycho","0","relative","0","","undefined","0","","undefined","None","55","55","55","0","55","0","56","0","55","55","0","0","0","0","0","55","0","55","55","0","0","0","0","0","55","55","0","55","55","0","0","0","0","55","55","55","b2","","","Al verlo, noté el encanto rústico y acogedor de la casa de campo.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","402163.46239999996","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","12","174","NO","9","None","psycho","36","50","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","13","1","Neonatal Nightingale","4.1.8","Al verlo, noté el ","4","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","Al verlo, noté el encanto rústico y acogedor de la casa de campo.","Al verlo, noté el ","Al verlo, noté el encanto rústico y acogedor de la casa de campo.","Al verlo, noté el gatillo oxidado y desgastado.","283","125.0","Al verlo, noté el encanto rústico y acogedor de la casa de campo.","1024","2","48000","-16","experiment","0","200","even","399184.8993","399531.1946999999","402163.34019999986","399789.8581999999","encanto","4","399184.7127","399789.72439999995","398980.28020000004","NA","391738.3693","63922.13119999997","402269.9272000001","29075.044299999943","399781.33089999994","398980.32980000007","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","398166.5211999999","14352.230100000043","391739.7775000001","402269.9841","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","398980.29489999986","398980.31729999994","17066.146499999944","398980.3436999999","398813.75859999994","NA","NA","NA","NA","398980.30529999995","399177.6060000001","398980.20289999986","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1769.9664032599435","100","1728.0","150","1001.4131977024776","565.0","515.0","972.0"
"lanzadera","eternidad","1","2","","","72","True","72","2199","2199","white","yes","EyeLogicLite","1","909","psycho","psycho","psycho","0","relative","0","","undefined","0","","undefined","None","56","56","56","0","56","0","57","0","56","56","0","0","0","0","0","56","0","56","56","0","0","0","0","0","56","56","0","56","56","0","0","0","0","56","56","56","b2","","","En la ciencia ficción, la idea de viajar a través de la lanzadera espacial es comúnmente planteada.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","407280.7460999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","16","176","NO","35","None","psycho","36","51","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","17","1","Neonatal Nightingale","4.1.8","En la ciencia ficción, la idea de viajar a través de la ","12","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","En la ciencia ficción, la idea de viajar a través de la lanzadera espacial es comúnmente planteada.","En la ciencia ficción, la idea de viajar a través de la ","En la ciencia ficción, la idea de viajar a través de la eternidad es un tema recurrente y fascinante.","En la ciencia ficción, la idea de viajar a través de la lanzadera espacial es comúnmente planteada.","288","125.0","En la ciencia ficción, la idea de viajar a través de la lanzadera espacial es comúnmente planteada.","1024","2","48000","-16","experiment","0","200","even","403335.64940000005","403791.4419","407280.6254999999","404049.4003","lanzadera","12","403335.5536999999","404049.36970000004","403130.92240000004","NA","391738.3693","63922.13119999997","407386.5984","29075.044299999943","404041.5996","403130.9663000001","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","402277.8655000001","14352.230100000043","391739.7775000001","407386.6371999999","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","403130.9384","403130.95759999997","17066.146499999944","403130.9775000001","402924.5113000001","NA","NA","NA","NA","403130.9485999999","403328.4746000001","403130.85650000005","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1817.7340132495697","100","1728.0","150","1000.3536272862696","565.0","515.0","972.0"
"lacustre","auxiliar","1","2","","","72","True","72","2199","2199","white","yes","EyeLogicLite","1","671","psycho","psycho","psycho","0","relative","0","","undefined","0","","undefined","None","57","57","57","0","57","0","58","0","57","57","0","0","0","0","0","57","0","57","57","0","0","0","0","0","57","57","0","57","57","0","0","0","0","57","57","57","b2","","","El equipo de rescate llegó en un barco auxiliar de grandes dimensiones.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","411480.66329999996","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","11","140","NO","394","None","psycho","36","52","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","12","1","Neonatal Nightingale","4.1.8","El equipo de rescate llegó en un barco ","8","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","El equipo de rescate llegó en un barco auxiliar de grandes dimensiones.","El equipo de rescate llegó en un barco ","El equipo de rescate llegó en un barco auxiliar de grandes dimensiones.","El equipo de rescate llegó en un barco lacustre silenciosamente.","903","125.0","El equipo de rescate llegó en un barco auxiliar de grandes dimensiones.","1024","2","48000","-16","experiment","0","200","even","408389.08290000004","408623.93069999997","411480.5330999999","408881.436","auxiliar","8","408388.70310000004","408881.39650000003","408180.2967","NA","391738.3693","63922.13119999997","411587.25590000005","29075.044299999943","408874.0558000001","408180.3406","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","407393.1229000001","14352.230100000043","391739.7775000001","411587.3215","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","408180.31140000006","408180.3305","17066.146499999944","408180.35410000006","408032.9740000001","NA","NA","NA","NA","408180.3214","408381.9268000001","408180.2283000001","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1789.3311704941839","100","1728.0","150","1021.3541203064376","565.0","515.0","972.0"
"invernaderos","laboratorios","1","2","¿Se menciona que los estudios se realizan en instalaciones modernas?","¿Es el objetivo de la investigación aumentar la productividad agrícola?","72","True","72","2199","2199","white","yes","EyeLogicLite","1","656","psycho","psycho","psycho","0","relative","0","YES","undefined","0","YES","undefined","None","58","58","58","0","58","0","59","0","58","58","0","0","0","0","0","58","0","58","58","0","0","0","0","0","58","58","0","58","58","0","0","0","0","58","58","58","b2","YES","","Los científicos están investigando en laboratorios avanzados.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","414901.5785","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","6","107","","103","None","psycho","36","53","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","7","1","Neonatal Nightingale","4.1.8","Los científicos están investigando en ","5","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","Los científicos están investigando en laboratorios avanzados.","Los científicos están investigando en ","Los científicos están investigando en laboratorios avanzados.","Los científicos están investigando en invernaderos para mejorar el rendimiento de los cultivos.","305","125.0","Los científicos están investigando en laboratorios avanzados.","1024","2","48000","-16","experiment","0","200","even","412542.79970000003","412786.1569999999","414901.3435000001","413044.342","laboratorios","5","412542.70839999994","413044.3165","412335.5037","NA","391738.3693","63922.13119999997","415007.5685999999","29075.044299999943","413036.2698","412335.54360000003","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","411595.5992999999","14352.230100000043","391739.7775000001","415007.61509999994","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","412335.5167000001","412335.5344","17066.146499999944","412335.5558","412226.10440000007","NA","NA","NA","NA","412335.52599999995","412536.04370000004","412335.4310999999","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1795.4538111697123","100","1728.0","150","1030.3167375348298","565.0","515.0","972.0"
"atreviéndose","construyendo","1","2","","","72","True","72","2199","2199","white","yes","EyeLogicLite","1","418","psycho","psycho","psycho","0","relative","0","","undefined","0","","undefined","None","59","59","59","0","59","0","60","0","59","59","0","0","0","0","0","59","0","59","59","0","0","0","0","0","59","59","0","59","59","0","0","0","0","59","59","59","b2","","","Sin miedo, él siguió construyendo su sueño día tras día.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","418206.39410000003","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","9","143","NO","161","None","psycho","36","54","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","10","1","Neonatal Nightingale","4.1.8","Sin miedo, él siguió ","4","2","yes","0","2","NA","1","1","2","NA","1","6412.824599999993","NA","1923.9662999999637","2707.675399999973","6412.824599999993","NA","4789.089399999968","2","psycho","Sin miedo, él siguió construyendo su sueño día tras día.","Sin miedo, él siguió ","Sin miedo, él siguió construyendo su sueño día tras día.","Sin miedo, él siguió atreviéndose a perseguir sus sueños.","131","125.0","Sin miedo, él siguió construyendo su sueño día tras día.","1024","2","48000","-16","experiment","0","200","even","416007.06200000003","416247.884","418206.30990000005","416506.17649999994","construyendo","4","416006.97049999994","416506.14729999995","415797.0939999999","NA","391738.3693","63922.13119999997","418312.16170000006","29075.044299999943","416498.0757","415797.1438000001","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","415014.17860000004","14352.230100000043","391739.7775000001","418312.20859999995","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","415797.1143000001","415797.1358000001","17066.146499999944","415797.1543","415661.15819999995","NA","NA","NA","NA","415797.1259","416000.4603000001","415796.9615999999","Sampling_Rate_Experiment","16","48386.711300000316","22","1","1","experimental","250","100","no","1920","1847.4027973412972","100","1728.0","150","1021.1662564669374","565.0","515.0","972.0"
"arar","usar","1","2","¿Se necesita maquinaria pesada?","¿Es necesario preparar la tierra?","73","True","73","2188","2188","white","yes","EyeLogicLite","1","447","psycho","psycho","psycho","0","relative","1","YES","undefined","1","YES","undefined","1","60","60","60","0","60","0","61","0","60","60","0","0","0","0","0","60","0","60","60","0","0","0","0","0","60","60","0","60","60","0","0","0","0","60","60","60","b2","YES","¿Es necesario preparar la tierra?","Un agricultor necesita arar la tierra antes de sembrar.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","421544.3266999999","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","8","123","YES","109","None","psycho","36","55","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","9","1","Neonatal Nightingale","4.1.8","Un agricultor necesita ","3","2","yes","0","1","NA","1","1","1","NA","1","1939.886200000008","NA","1923.9662999999637","2707.675399999973","1939.886200000008","NA","4789.089399999968","2","psycho","Un agricultor necesita arar la tierra antes de sembrar.","Un agricultor necesita ","Un agricultor necesita usar un tractor eficiente.","Un agricultor necesita arar la tierra antes de sembrar.","270","125.0","Un agricultor necesita arar la tierra antes de sembrar.","1024","2","48000","-16","experiment","0","200","even","419304.82100000005","419553.97030000004","421544.2256","419811.76629999996","arar","3","419304.7258","419811.7188","419102.97679999995","NA","421651.45180000004","63922.13119999997","423599.04799999995","29075.044299999943","419804.09169999993","419103.0835999999","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","418320.31259999995","14352.230100000043","421652.7984999999","423599.0988","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","419103.02050000004","419103.0397999999","17066.146499999944","419103.0961","418972.6781000001","NA","NA","NA","NA","419103.0307","419298.27650000004","419102.91019999987","Sampling_Rate_Experiment","17","50326.59750000032","23","1","1","experimental","250","100","no","1920","1766.365080042201","100","1728.0","150","1023.2652006841311","565.0","515.0","972.0"
"actuará","llegará","1","2","","","73","True","73","2188","2188","white","yes","EyeLogicLite","1","279","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","61","61","61","0","61","0","62","0","61","61","0","0","0","0","0","61","0","61","61","0","0","0","0","0","61","61","0","61","61","0","0","0","0","61","61","61","b2","","","Mañana, él actuará temprano y decidido.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","427845.69219999993","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","5","147","NO","271","None","psycho","36","56","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","6","1","Neonatal Nightingale","4.1.8","Mañana, él ","2","2","yes","0","1","NA","1","1","1","NA","1","1939.886200000008","NA","1923.9662999999637","2707.675399999973","1939.886200000008","NA","4789.089399999968","2","psycho","Mañana, él actuará temprano y decidido.","Mañana, él ","Mañana, él llegará temprano al trabajo.","Mañana, él actuará temprano y decidido.","196","125.0","Mañana, él actuará temprano y decidido.","1024","2","48000","-16","experiment","0","200","even","424577.5697999999","425822.0680000001","427845.6130999999","426080.1694999999","actuará","2","424577.3742","426080.1233999999","424371.61449999997","NA","421651.45180000004","63922.13119999997","427951.8475000001","29075.044299999943","426072.3428","424371.6536000001","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","423605.4605999999","14352.230100000043","421652.7984999999","427951.8965999999","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","424371.62769999995","424371.6450000001","17066.146499999944","424371.6654000001","424265.93620000005","NA","NA","NA","NA","424371.6369","424571.1491000001","424371.5424999999","Sampling_Rate_Experiment","17","50326.59750000032","23","1","1","experimental","250","100","no","1920","1880.1011948961502","100","1728.0","150","1020.9714280870782","565.0","515.0","972.0"
"fluyen","suelen","1","2","¿Los cambios suelen ocurrir de forma lenta?","¿La frase describe cómo las cosas cambian naturalmente?","75","True","75","2212","2212","white","yes","EyeLogicLite","1","544","psycho","psycho","psycho","0","relative","1","NO","undefined","1","YES","undefined","1","62","62","62","0","62","0","63","0","62","62","0","0","0","0","0","62","0","62","62","0","0","0","0","0","62","62","0","62","62","0","0","0","0","62","62","62","b2","YES","¿La frase describe cómo las cosas cambian naturalmente?","Es interesante cómo las cosas fluyen naturalmente en la vida.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","432306.46820000006","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","9","121","YES","357","None","psycho","36","57","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","10","1","Neonatal Nightingale","4.1.8","Es interesante cómo las cosas ","5","2","yes","0","1","NA","1","1","1","NA","1","2779.8963999998523","NA","1923.9662999999637","2707.675399999973","2779.8963999998523","NA","4789.089399999968","2","psycho","Es interesante cómo las cosas fluyen naturalmente en la vida.","Es interesante cómo las cosas ","Es interesante cómo las cosas suelen cambiar rápidamente sin previo aviso.","Es interesante cómo las cosas fluyen naturalmente en la vida.","256","125.0","Es interesante cómo las cosas fluyen naturalmente en la vida.","1024","2","48000","-16","experiment","0","200","even","428951.46919999993","430173.8309000001","432306.3831999999","430432.2519999999","fluyen","5","428951.35479999986","430432.1959","428749.2619000001","NA","432413.0028000001","63922.13119999997","435200.4946999999","29075.044299999943","430423.97199999995","428749.30030000006","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","427961.09050000005","14352.230100000043","432414.7045000001","435200.5418","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","428749.27420000004","428749.29179999995","17066.146499999944","428749.3097999999","428606.6688","NA","NA","NA","NA","428749.28310000006","428944.4728","428749.19719999994","Sampling_Rate_Experiment","18","53106.493900000176","24","1","1","experimental","250","100","no","1920","1856.1682031276305","100","1728.0","150","1012.3698346603242","565.0","515.0","972.0"
"aterrizó","ascendió","1","2","","","75","True","75","2212","2212","white","yes","EyeLogicLite","1","404","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","63","63","63","0","63","0","64","0","63","63","0","0","0","0","0","63","0","63","63","0","0","0","0","0","63","63","0","63","63","0","0","0","0","63","63","63","b2","","","El avión finalmente ascendió hacia las nubes blancas.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","438601.54750000004","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","7","192","NO","53","None","psycho","36","58","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","8","1","Neonatal Nightingale","4.1.8","El avión finalmente ","3","2","yes","0","1","NA","1","1","1","NA","1","2779.8963999998523","NA","1923.9662999999637","2707.675399999973","2779.8963999998523","NA","4789.089399999968","2","psycho","El avión finalmente ascendió hacia las nubes blancas.","El avión finalmente ","El avión finalmente ascendió hacia las nubes blancas.","El avión finalmente aterrizó suavemente en la pista.","103","125.0","El avión finalmente ascendió hacia las nubes blancas.","1024","2","48000","-16","experiment","0","200","even","436170.2888999999","436636.1988","438601.47330000007","436893.55510000006","ascendió","3","436170.1950999999","436893.53070000006","435968.85929999995","NA","432413.0028000001","63922.13119999997","438708.2491","29075.044299999943","436886.3378","435968.89780000004","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","435208.0682","14352.230100000043","432414.7045000001","438708.297","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","435968.87179999985","435968.88929999986","17066.146499999944","435968.90900000004","435849.3404","NA","NA","NA","NA","435968.8811","436163.7551","435968.7877","Sampling_Rate_Experiment","18","53106.493900000176","24","1","1","experimental","250","100","no","1920","1830.8473172799902","100","1728.0","150","980.2717335713203","565.0","515.0","972.0"
"convocaron","asistieron","1","2","","","75","True","75","2212","2212","white","yes","EyeLogicLite","1","544","psycho","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","64","64","64","0","64","0","65","0","64","64","0","0","0","0","0","64","0","64","64","0","0","0","0","0","64","64","0","64","64","0","0","0","0","64","64","64","b2","","","El evento fue un éxito ya que convocaron a muchas personas interesadas.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","447121.7599","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","11","194","NO","452","None","psycho","36","59","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","12","1","Neonatal Nightingale","4.1.8","El evento fue un éxito ya que ","7","2","yes","0","1","NA","1","1","1","NA","1","2779.8963999998523","NA","1923.9662999999637","2707.675399999973","2779.8963999998523","NA","4789.089399999968","2","psycho","El evento fue un éxito ya que convocaron a muchas personas interesadas.","El evento fue un éxito ya que ","El evento fue un éxito ya que asistieron muchas personas interesadas.","El evento fue un éxito ya que convocaron a muchas personas interesadas.","106","125.0","El evento fue un éxito ya que convocaron a muchas personas interesadas.","1024","2","48000","-16","experiment","0","200","even","439735.4624999999","443789.12019999995","447121.6757000001","444048.83779999986","convocaron","7","439735.3669999999","444048.8128999999","439532.1338","NA","432413.0028000001","63922.13119999997","447227.3068000001","29075.044299999943","444039.2909000001","439532.17559999996","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","438716.18479999993","14352.230100000043","432414.7045000001","447227.37289999996","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","439532.1481","439532.1668","17066.146499999944","439532.1871","439376.4855999999","NA","NA","NA","NA","439532.1577000001","439727.7341","439532.0579","Sampling_Rate_Experiment","18","53106.493900000176","24","1","1","experimental","250","100","no","1920","1905.4353093058594","100","1728.0","150","1100.9408231065197","565.0","515.0","972.0"
"pinceles","placeres","1","2","¿Disfrutan estos creadores de sensaciones que duran poco tiempo?","¿Se describe el contacto de la herramienta con el soporte de pintura?","76","True","76","2226","2226","white","yes","EyeLogicLite","1","811","psycho","psycho","psycho","0","relative","1","YES","undefined","1","YES","undefined","1","65","65","65","0","65","0","66","0","65","65","0","0","0","0","0","65","0","65","65","0","0","0","0","0","65","65","0","65","65","0","0","0","0","65","65","65","b2","YES","¿Disfrutan estos creadores de sensaciones que duran poco tiempo?","Muchos artistas disfrutan de la sensación de los placeres fugaces y efímeros.","Wed Mar  4 15:11:24 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading","0","1","450704.2396999999","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","YES","1080","11","111","YES","364","None","psycho","36","60","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\subject-200.csv","psycho","12","1","Neonatal Nightingale","4.1.8","Muchos artistas disfrutan de la sensación de los ","8","2","yes","0","1","NA","1","1","1","NA","1","2558.8857000000426","NA","1923.9662999999637","2707.675399999973","2558.8857000000426","NA","4789.089399999968","2","psycho","Muchos artistas disfrutan de la sensación de los placeres fugaces y efímeros.","Muchos artistas disfrutan de la sensación de los ","Muchos artistas disfrutan de la sensación de los placeres fugaces y efímeros.","Muchos artistas disfrutan de la sensación de los pinceles sobre el lienzo en blanco.","387","125.0","Muchos artistas disfrutan de la sensación de los placeres fugaces y efímeros.","1024","2","48000","-16","experiment","0","200","even","448245.2293","448489.25169999996","450704.1479999999","448748.58570000005","placeres","8","448245.1402","448748.5616","448037.32619999995","NA","450811.4015","63922.13119999997","453378.7715","29075.044299999943","448739.37450000003","448037.3684","NA","61990.827299999975","10296.553000000018","63922.704599999975","63915.61339999999","447234.95489999995","14352.230100000043","450812.79370000004","453378.8186999999","NA","33897.6811","29108.091199999988","29075.11820000002","29102.19840000002","448037.3403","448037.35919999995","17066.146499999944","448037.3799","447878.9206","NA","NA","NA","NA","448037.3504999999","448237.29790000006","448037.2555","Sampling_Rate_Experiment","19","55665.37960000022","25","1","1","experimental","250","100","no","1920","1895.1056773704286","100","1728.0","150","1095.8435203808963","565.0","515.0","972.0"
