"A1","A2","Block_nr_Condition_3","Block_nr_Condition_4","Q_high","Q_low","acc","acceptable","accuracy","anchor_width","average_response_time","avg_rt","background","bidi","block_eyetracker","block_number","boundary","boundary_left_correction","canvas_backend","ch","char_idx","char_right_boundary","chars_so_far","clock_backend","color_backend","compensation","coordinates","correct","correct_high","correct_instructions","correct_keyboard_response","correct_low","correct_practice_instructions","correct_response","count_GC_sentence_trigger","count_GC_trial_end","count_Setup_Sampling_Rate","count_about_this_experiment","count_acceptability_question","count_block_sequence","count_clear_screen","count_counterbalancingMODE","count_display_sentence","count_drift_correct","count_end_of_exp","count_end_of_practice_1","count_experiment","count_experiment_block_loop","count_experimental_loop","count_eyetracker_log_unicode","count_function_save_canvas_as_image","count_instructions","count_keyboard_response","count_logger","count_new_sketchpad","count_practice_block_loop","count_practice_instructions","count_practice_loop","count_practice_sequence","count_prepare_gaze_target","count_prepare_sentences","count_pygaze_init","count_pygaze_start_recording","count_pygaze_stop_recording","count_reset_feedback","count_reset_feedback_1","count_select_block","count_select_practice","count_set_test_mode","count_setup_condition","count_show_gaze_target_and_driftcorrect","count_test_mode_warning","count_trial_sequence","current_block","current_correct_text","current_question","current_sentence","current_string","datetime","description","desired_sampling_rate","disable_garbage_collection","do_practice","experiment_file","experiment_path","first_anchored","first_char","first_right","fix_start_time","fixated","fixation_start_time","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","freq_condition","fullscreen","gazetarget_height","gazetarget_width","has_question","height","i","index","is_Q","item_nr","key","keyboard_backend","len_high","len_low","letter_height","live_row","live_row_practice_block_loop","live_row_practice_loop","logfile","mouse_backend","num_words","on_target","opensesame_codename","opensesame_version","pretarget","pretarget_n_words","psychopy_screen","psychopy_suppress_warnings","repeat_cycle","response","response_end_of_exp","response_end_of_practice_1","response_instructions","response_keyboard_response","response_new_sketchpad","response_practice_instructions","response_test_mode_warning","response_time","response_time_end_of_exp","response_time_end_of_practice_1","response_time_instructions","response_time_keyboard_response","response_time_new_sketchpad","response_time_practice_instructions","response_time_test_mode_warning","right_bound_px","round_decimals","sampler_backend","sentence","sentence_beginning","sentence_chars","sentence_high","sentence_left_boundary","sentence_low","sentence_number","sentence_start_x","sentence_use","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_mod","subject_nr","subject_parity","t","t1","t2","t_display_on","target","target_word_nr","test_mode","text_left_x","time_GC_sentence_trigger","time_GC_trial_end","time_Setup_Sampling_Rate","time_about_this_experiment","time_acceptability_question","time_block_sequence","time_clear_screen","time_counterbalancingMODE","time_display_sentence","time_drift_correct","time_end_of_exp","time_end_of_practice_1","time_experiment","time_experiment_block_loop","time_experimental_loop","time_eyetracker_log_unicode","time_function_save_canvas_as_image","time_instructions","time_keyboard_response","time_logger","time_new_sketchpad","time_practice_block_loop","time_practice_instructions","time_practice_loop","time_practice_sequence","time_prepare_gaze_target","time_prepare_sentences","time_pygaze_init","time_pygaze_start_recording","time_pygaze_stop_recording","time_reset_feedback","time_reset_feedback_1","time_select_block","time_select_practice","time_set_test_mode","time_setup_condition","time_show_gaze_target_and_driftcorrect","time_test_mode_warning","time_trial_sequence","title","total_correct","total_response_time","total_responses","trial_end_trigger_fixated","trial_end_trigger_on_target","trial_type","trigger_time_gazetarget","trigger_time_trialend","uniform_coordinates","width","word","word_idx","x","x_left_gazetarget","x_left_trialend","x_right_gazetarget","y","y_bottom_gazetarget","y_top_gazetarget","y_top_trialend"
"disimula","destruye","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","397","0.14","psycho",".","11","887","A veces, la gente disimula sus verdaderas intenciones.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","51","51","51","0","51","0","52","0","51","51","0","0","0","0","0","51","0","0","51","51","NA","0","0","0","0","51","51","0","51","51","0","0","0","0","0","51","51","0","51","b1","","","A veces, la gente disimula sus verdaderas intenciones.","A veces, la gente disimula sus verdaderas intenciones.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","400375.1363999909","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","7","57","NO","187","None","psycho","53","54","36","46","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","8","1","Neonatal Nightingale","4.1.8","A veces, la gente ","4","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","887","2","psycho","A veces, la gente disimula sus verdaderas intenciones.","A veces, la gente ","A veces, la gente disimula sus verdaderas intenciones.","A veces, la gente destruye sin siquiera darse cuenta.","121","A veces, la gente disimula sus verdaderas intenciones.","154","125.0","A veces, la gente disimula sus verdaderas intenciones.","1024","2","48000","-16","experiment","0","4","even","395840.6433999917","397187.6717999985","400375.0410999928","397446.5211999923","disimula","4","False","121","395840.5397000024","397446.49459999346","395650.31869999075","NA","392386.6433999938","99266.49239999824","400480.9374999895","30612.667800000054","397437.80369999877","395650.3568999906","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","394421.1931000027","5933.413799997652","12333.50339999015","392388.21029999235","400481.01529999985","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","395650.3321999917","395650.3487000009","16269.431099994108","395650.3679000016","395138.5070999968","NA","NA","NA","NA","10482.120599990594","395650.34079999896","395834.5233","NA","395650.2250999911","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","intenciones.","7","1830.325555018125","100","1728.0","150","996.7928040436809","565.0","515.0","972.0"
"nevado","viento","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","453","0.14","psycho",".","6","1181","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","52","52","52","0","52","0","53","0","52","52","0","0","0","0","0","52","0","0","52","52","NA","0","0","0","0","52","52","0","52","52","0","0","0","0","0","52","52","0","52","b1","","","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","405976.3651999965","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","11","38","NO","282","None","psycho","80","75","36","47","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","12","1","Neonatal Nightingale","4.1.8","Ayer por la noche, el ","5","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","1181","2","psycho","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","Ayer por la noche, el ","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","Ayer por la noche, el viento sopló tan fuerte que arrancó un cartel de la pared.","121","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","362","125.0","Ayer por la noche, el nevado estaba completamente cubierto de nieve fresca.","1024","2","48000","-16","experiment","0","4","even","402106.23379999015","402657.6107000001","405976.2999999948","402914.1468000016","nevado","5","False","121","402106.13770000055","402914.11840000364","401911.99049999705","NA","392386.6433999938","99266.49239999824","406083.06459999585","30612.667800000054","402907.72679999645","401912.0372000034","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","400487.90290000034","5933.413799997652","12333.50339999015","392388.21029999235","406083.12539999315","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","401912.00630000094","401912.0292000007","16269.431099994108","401912.0522000012","401206.82609999494","NA","NA","NA","NA","10482.120599990594","401912.0174999989","402099.7692999954","NA","401911.8776999967","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","fresca.","11","1877.624898346121","100","1728.0","150","1011.300105974698","565.0","515.0","972.0"
"vagaba","estaba","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","383","0.14","psycho",".","10","775","Al anochecer, él estaba exhausto y hambriento.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","53","53","53","0","53","0","54","0","53","53","0","0","0","0","0","53","0","0","53","53","NA","0","0","0","0","53","53","0","53","53","0","0","0","0","0","53","53","0","53","b1","","","Al anochecer, él estaba exhausto y hambriento.","Al anochecer, él estaba exhausto y hambriento.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","A","21","0","1","412210.31749999383","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","6","31","NO","115","None","psycho","46","53","36","48","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","7","1","Neonatal Nightingale","4.1.8","Al anochecer, él ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","775","2","psycho","Al anochecer, él estaba exhausto y hambriento.","Al anochecer, él ","Al anochecer, él estaba exhausto y hambriento.","Al anochecer, él estaba exhausto y hambriento.","121","Al anochecer, él vagaba sin rumbo fijo por la ciudad.","173","125.0","Al anochecer, él estaba exhausto y hambriento.","1024","2","48000","-16","experiment","0","4","even","407445.8975000016","408067.30609999795","412210.2404999896","408325.1586999977","estaba","3","False","121","407445.7884000003","408325.1319999981","407266.20469999034","NA","392386.6433999938","99266.49239999824","412316.15279999096","30612.667800000054","408317.427499991","407266.25269999204","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","406092.865300001","5933.413799997652","12333.50339999015","392388.21029999235","412316.2050999963","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","407266.2256999902","407266.2446000031","16269.431099994108","407266.2636000023","406813.71950000175","NA","NA","NA","NA","10482.120599990594","407266.2352999905","407437.915699993","NA","407266.0642999981","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","hambriento.","6","1846.5887354735123","100","1728.0","150","975.6836373339859","565.0","515.0","972.0"
"zeta","bala","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","479","0.14","psycho",".","8","1473","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","54","54","54","0","54","0","55","0","54","54","0","0","0","0","0","54","0","0","54","54","NA","0","0","0","0","54","54","0","54","54","0","0","0","0","0","54","54","0","54","b1","","","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","L","19","0","1","419899.42560000054","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","17","66","NO","404","None","psycho","96","63","36","49","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","18","1","Neonatal Nightingale","4.1.8","La policía encontró una ","4","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","1473","2","psycho","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","La policía encontró una ","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","119","La policía encontró una zeta en la pared de la casa abandonada.","395","125.0","La policía encontró una bala en la escena del crimen y la envió al laboratorio para su análisis.","1024","2","48000","-16","experiment","0","4","even","414104.4162999897","416981.6004000022","419899.3611999904","417238.97579999175","bala","4","False","119","414104.3168999895","417238.94409999775","413913.0249000009","NA","392386.6433999938","99266.49239999824","420005.4184000037","30612.667800000054","417231.7289999919","413913.06890000124","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","412324.8093000002","5933.413799997652","12333.50339999015","392388.21029999235","420005.46600000234","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","413913.0417999986","413913.0604999955","16269.431099994108","413913.08089999075","413041.5711999958","NA","NA","NA","NA","10482.120599990594","413913.051800002","414097.84539999964","NA","413912.82889999275","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","análisis.","17","1882.7398401874166","100","1728.0","150","1056.881798347129","565.0","515.0","972.0"
"pecadores","ambientes","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","452","0.14","psycho",".","5","1222","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","55","55","55","0","55","0","56","0","55","55","0","0","0","0","0","55","0","0","55","55","NA","0","0","0","0","55","55","0","55","55","0","0","0","0","0","55","55","0","55","b1","","","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","E","20","0","1","426101.788400003","False","Courier New","False","24","no","black","no","Sí","high","yes","50","50","NO","1080","12","96","NO","134","None","psycho","78","86","36","50","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","13","1","Neonatal Nightingale","4.1.8","En algunos casos, los","4","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","1222","2","psycho","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","En algunos casos, los","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","120","En algunos casos, los pecadores experimentan remordimiento y arrepentimiento profundo.","313","125.0","En algunos casos, los ambientes pueden ser tóxicos y peligrosos para la salud.","1024","2","48000","-16","experiment","0","4","even","421653.79660000326","423846.4424999984","426101.6915999935","424103.990699994","ambientes","4","False","120","421653.6916999903","424103.96310000215","421460.51419999276","NA","392386.6433999938","99266.49239999824","426208.1593999901","30612.667800000054","424096.6461999924","421460.5628999998","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","420014.18179999746","5933.413799997652","12333.50339999015","392388.21029999235","426208.2148999907","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","421460.5356999964","421460.55469999555","16269.431099994108","421460.5751999916","420722.77439999743","NA","NA","NA","NA","10482.120599990594","421460.545599999","421647.3657000024","NA","421460.2741999988","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","salud.","12","1813.260587484466","100","1728.0","150","1044.0890773517265","565.0","515.0","972.0"
"vierte","vuelve","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","591","0.14","psycho",".","8","1193","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","56","56","56","0","56","0","57","0","56","56","0","0","0","0","0","56","0","0","56","56","NA","0","0","0","0","56","56","0","56","56","0","0","0","0","0","56","56","0","56","b1","","","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","C","19","0","1","431106.66029999265","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","12","87","NO","67","None","psycho","55","76","36","51","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","13","1","Neonatal Nightingale","4.1.8","Cada vez que llueve, el agua se","7","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","1193","2","psycho","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","Cada vez que llueve, el agua se","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","Cada vez que llueve, el agua se vuelve turbia y marrón.","119","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","280","125.0","Cada vez que llueve, el agua se vierte rápidamente en los desagües cercanos.","1024","2","48000","-16","experiment","0","4","even","427835.9821999911","428108.33059999277","431106.56429998926","428366.7329000018","vierte","7","False","119","427835.8896999998","428366.70810000214","427636.59460000054","NA","392386.6433999938","99266.49239999824","431212.7376999997","30612.667800000054","428358.53089999","427636.6345999995","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","426215.15999999247","5933.413799997652","12333.50339999015","392388.21029999235","431212.79259999574","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","427636.60849998996","427636.62629999453","16269.431099994108","427636.6452999937","426933.65130000166","NA","NA","NA","NA","10482.120599990594","427636.6175000003","427829.70360000036","NA","427636.5048000007","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","cercanos.","12","1855.6579583563148","100","1728.0","150","979.2822064465602","565.0","515.0","972.0"
"privar","cargar","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","312","0.14","psycho",".","10","872","No deberías privar a nadie de su libertad individual.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","57","57","57","0","57","0","58","0","57","57","0","0","0","0","0","57","0","0","57","57","NA","0","0","0","0","57","57","0","57","57","0","0","0","0","0","57","57","0","57","b1","","","No deberías privar a nadie de su libertad individual.","No deberías privar a nadie de su libertad individual.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","N","20","0","1","436341.34240000276","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","8","53","NO","145","None","psycho","40","53","36","52","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","9","1","Neonatal Nightingale","4.1.8","No deberías ","2","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","872","2","psycho","No deberías privar a nadie de su libertad individual.","No deberías ","No deberías privar a nadie de su libertad individual.","No deberías cargar todo el peso tú solo.","120","No deberías privar a nadie de su libertad individual.","108","125.0","No deberías privar a nadie de su libertad individual.","1024","2","48000","-16","experiment","0","4","even","432615.91330000374","433999.02639999345","436341.27009999065","434257.2439999931","privar","2","False","120","432615.8158000035","434257.2196999972","432437.3949000001","NA","392386.6433999938","99266.49239999824","436448.0392999976","30612.667800000054","434249.15129999863","432437.43350000295","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","431223.6184999929","5933.413799997652","12333.50339999015","392388.21029999235","436448.0934000021","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","432437.408400001","432437.42580000253","16269.431099994108","432437.4447000009","431945.3261000017","NA","NA","NA","NA","10482.120599990594","432437.417299996","432608.6280000018","NA","432437.3198999965","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","individual.","8","1857.2940302246952","100","1728.0","150","974.5303304425137","565.0","515.0","972.0"
"adosada","desnuda","1","2","","","78","True","78","3","1873","1873","white","yes","EyeLogicOne","0","381","0.14","psycho",".","4","1039","La modelo estaba adosada a la pared mientras posaba para la foto.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","58","58","58","0","58","0","59","0","58","58","0","0","0","0","0","58","0","0","58","58","NA","0","0","0","0","58","58","0","58","58","0","0","0","0","0","58","58","0","58","b1","","","La modelo estaba adosada a la pared mientras posaba para la foto.","La modelo estaba adosada a la pared mientras posaba para la foto.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","L","19","0","1","444607.32799999823","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","11","51","NO","171","None","psycho","43","65","36","53","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","12","1","Neonatal Nightingale","4.1.8","La modelo estaba ","3","2","yes","0","1","NA","2","4","1","NA","4","NA","2018.121200002497","NA","6419.381100000464","3929.567800005316","2018.121200002497","NA","14522.53680001013","NA","1039","2","psycho","La modelo estaba adosada a la pared mientras posaba para la foto.","La modelo estaba ","La modelo estaba adosada a la pared mientras posaba para la foto.","La modelo estaba desnuda sobre la pasarela.","119","La modelo estaba adosada a la pared mientras posaba para la foto.","910","125.0","La modelo estaba adosada a la pared mientras posaba para la foto.","1024","2","48000","-16","experiment","0","4","even","437987.2251999914","440232.08099999465","444607.23049999797","440491.38890000177","adosada","3","False","119","437987.129599991","440491.33710000024","437803.34369999764","NA","392386.6433999938","99266.49239999824","444714.17399999336","30612.667800000054","440482.1995999955","437803.39309999545","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","436457.84200000344","5933.413799997652","12333.50339999015","392388.21029999235","444714.2484999931","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","437803.36530000204","437803.3843000012","16269.431099994108","437803.40589999105","437183.88139999297","NA","NA","NA","NA","10482.120599990594","437803.3752999909","437978.18550000375","NA","437803.14570000337","Sampling_Rate_Experiment","11","26224.088699978893","14","1","1","experimental","250","100","no","1920","foto.","11","1825.5535711262487","100","1728.0","150","980.2006548851435","565.0","515.0","972.0"
"acomodado","romántico","1","2","¿Era un hombre aburrido y frío?","¿Se describe al hombre como alguien tosco o rudo?","80","True","80","3","1894","1894","white","yes","EyeLogicOne","0","382","0.14","psycho",".","11","704","Él era un hombre acomodado y sofisticado.","psycho","psycho","0","relative","1","NO","undefined","1","NO","undefined","2","59","59","59","0","59","0","60","0","59","59","0","0","0","0","0","59","0","0","59","59","NA","0","0","0","0","59","59","0","59","59","0","0","0","0","0","59","59","0","59","b1","NO","¿Se describe al hombre como alguien tosco o rudo?","Él era un hombre acomodado y sofisticado.","Él era un hombre acomodado y sofisticado.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","É","20","0","1","448564.65839999146","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","YES","1080","6","28","YES","430","None","psycho","40","41","36","54","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","7","1","Neonatal Nightingale","4.1.8","Él era un hombre ","4","2","yes","0","2","NA","2","4","2","NA","4","NA","2193.4150000015507","NA","6419.381100000464","3929.567800005316","2193.4150000015507","NA","14522.53680001013","NA","704","2","psycho","Él era un hombre acomodado y sofisticado.","Él era un hombre ","Él era un hombre acomodado y sofisticado.","Él era un hombre romántico y apasionado.","120","Él era un hombre acomodado y sofisticado.","78","125.0","Él era un hombre acomodado y sofisticado.","1024","2","48000","-16","experiment","0","4","even","446028.14199999557","447148.74429999327","448564.56289999187","447408.23489999457","acomodado","4","False","120","446028.04130000004","447408.1918000011","445841.377299992","NA","448672.63249999087","99266.49239999824","450874.2065999977","30612.667800000054","447398.90359999845","445841.4155999926","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","444721.3427999959","5933.413799997652","12333.50339999015","448673.78029999963","450874.2639999982","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","445841.3909999945","445841.4078999922","16269.431099994108","445841.4266000036","445436.07879999036","NA","NA","NA","NA","10482.120599990594","445841.3994000002","446021.91109998967","NA","445841.30549999827","Sampling_Rate_Experiment","12","28417.503699980443","15","1","1","experimental","250","100","no","1920","sofisticado.","6","1851.0556669150326","100","1728.0","150","996.1529700440703","565.0","515.0","972.0"
"dentadura","agitación","1","2","","","80","True","80","3","1894","1894","white","yes","EyeLogicOne","0","941","0.14","psycho",".","6","1235","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","psycho","psycho","0","relative","1","","undefined","1","","undefined","None","60","60","60","0","60","0","61","0","60","60","0","0","0","0","0","60","0","0","60","60","NA","0","0","0","0","60","60","0","60","60","0","0","0","0","0","60","60","0","60","b1","","","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","Fri Apr 17 15:59:22 2026","Sampling rate","250","False","Sí","EyeLogic_Experiment_ONE.osexp","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE","25","D","19","0","1","457097.7809000033","False","Courier New","False","24","no","black","no","Sí","low","yes","50","50","NO","1080","12","88","NO","88","None","psycho","85","79","36","55","4","0","C:\Users\LabCINC\Documents\Experiments\eyelogicreading\ONE\subject-4.csv","psycho","13","1","Neonatal Nightingale","4.1.8","Al iniciar su discurso, el orador hizo una breve","9","2","yes","0","2","NA","2","4","2","NA","4","NA","2193.4150000015507","NA","6419.381100000464","3929.567800005316","2193.4150000015507","NA","14522.53680001013","NA","1235","2","psycho","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","Al iniciar su discurso, el orador hizo una breve","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","Después de la intervención, noté que la agitación había disminuido considerablemente.","119","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","300","125.0","Después de la intervención, noté que la dentadura estaba más ajustada y cómoda.","1024","2","48000","-16","experiment","0","4","even","452523.0806000036","454601.72279999824","457097.6796000032","454860.5294000008","dentadura","9","False","119","452522.9771000013","454860.49880000064","452339.17619999556","NA","448672.63249999087","99266.49239999824","457203.8234999927","30612.667800000054","454851.8441999913","452339.22319998965","NA","92845.63470000285","5933.157599996775","99266.58280000265","99266.14939999126","450882.8375000012","5933.413799997652","12333.50339999015","448673.78029999963","457203.88309999544","NA","45177.80489999859","30654.699199993047","30612.73280000023","30647.274799994193","452339.1966999916","452339.21559999","16269.431099994108","452339.23450000293","451603.52859999693","NA","NA","NA","NA","10482.120599990594","452339.2063999927","452516.53890000307","NA","452339.03249999275","Sampling_Rate_Experiment","12","28417.503699980443","15","1","1","experimental","250","100","no","1920","cómoda.","12","1861.3646974693838","100","1728.0","150","979.1085684945763","565.0","515.0","972.0"
